1;Dueno;Dueno;Domicilio [calle=calle, altura=1, piso=1, depto=a];00000000;CLIENTE;;true
0;Dueno;Dueno;Domicilio [calle=calle, altura=1, piso=1, depto=a];00000000;PROVEEDOR;;true
2;Nombre_2;Apellido_2;Domicilio [calle=Calle_91, altura=3082, piso=4, depto=V];12020490;CLIENTE;persona2@example.com;false
3;Nombre_3;Apellido_3;Domicilio [calle=Calle_97, altura=3150, piso=9, depto=H];27354582;CLIENTE;persona3@example.com;true
4;Nombre_4;Apellido_4;Domicilio [calle=Calle_36, altura=1980, piso=5, depto=Z];53998968;CLIENTE;persona4@example.com;true
5;Nombre_5;Apellido_5;Domicilio [calle=Calle_80, altura=217, piso=1, depto=C];18405407;PROVEEDOR;persona5@example.com;true
6;Nombre_6;Apellido_6;Domicilio [calle=Calle_23, altura=339, piso=5, depto=G];46422013;CLIENTE;persona6@example.com;false
7;Nombre_7;Apellido_7;Domicilio [calle=Calle_52, altura=2617, piso=2, depto=U];15806086;PROVEEDOR;persona7@example.com;false
8;Nombre_8;Apellido_8;Domicilio [calle=Calle_64, altura=403, piso=7, depto=O];31175061;CLIENTE;persona8@example.com;false
9;Nombre_9;Apellido_9;Domicilio [calle=Calle_47, altura=2939, piso=8, depto=P];65685681;CLIENTE;persona9@example.com;false
10;Nombre_10;Apellido_10;Domicilio [calle=Calle_81, altura=3493, piso=3, depto=Q];70238444;PROVEEDOR;persona10@example.com;false
11;Nombre_11;Apellido_11;Domicilio [calle=Calle_32, altura=2087, piso=1, depto=T];99359624;CLIENTE;persona11@example.com;true
12;Nombre_12;Apellido_12;Domicilio [calle=Calle_85, altura=1718, piso=2, depto=D];68994070;CLIENTE;persona12@example.com;true
13;Nombre_13;Apellido_13;Domicilio [calle=Calle_18, altura=2962, piso=5, depto=B];19189374;CLIENTE;persona13@example.com;false
14;Nombre_14;Apellido_14;Domicilio [calle=Calle_2, altura=3317, piso=2, depto=Q];08825086;CLIENTE;persona14@example.com;true
15;Nombre_15;Apellido_15;Domicilio [calle=Calle_87, altura=4194, piso=5, depto=O];64464223;PROVEEDOR;persona15@example.com;true
16;Nombre_16;Apellido_16;Domicilio [calle=Calle_54, altura=3624, piso=4, depto=F];33841161;PROVEEDOR;persona16@example.com;false
17;Nombre_17;Apellido_17;Domicilio [calle=Calle_34, altura=1545, piso=1, depto=V];43786814;CLIENTE;persona17@example.com;true
18;Nombre_18;Apellido_18;Domicilio [calle=Calle_7, altura=3175, piso=8, depto=V];77088595;PROVEEDOR;persona18@example.com;false
19;Nombre_19;Apellido_19;Domicilio [calle=Calle_21, altura=3232, piso=4, depto=H];40141922;PROVEEDOR;persona19@example.com;true
20;Nombre_20;Apellido_20;Domicilio [calle=Calle_82, altura=1975, piso=5, depto=Z];71639814;CLIENTE;persona20@example.com;false
21;Nombre_21;Apellido_21;Domicilio [calle=Calle_76, altura=1730, piso=9, depto=X];86729288;PROVEEDOR;persona21@example.com;true
22;Nombre_22;Apellido_22;Domicilio [calle=Calle_75, altura=2154, piso=10, depto=I];66460365;CLIENTE;persona22@example.com;true
23;Nombre_23;Apellido_23;Domicilio [calle=Calle_7, altura=1544, piso=4, depto=D];56285511;PROVEEDOR;persona23@example.com;true
24;Nombre_24;Apellido_24;Domicilio [calle=Calle_14, altura=3745, piso=6, depto=I];15377818;PROVEEDOR;persona24@example.com;true
