1;Dueno;Dueno;Domicilio [calle=calle, altura=1, piso=1, depto=a];00000000;CLIENTE;;true
0;Dueno;Dueno;Domicilio [calle=calle, altura=1, piso=1, depto=a];00000000;PROVEEDOR;;true
2;Nombre_2;Apellido_2;Domicilio [calle=Calle_30, altura=828, piso=2, depto=D];71690047;CLIENTE;persona2@example.com;true
3;Nombre_3;Apellido_3;Domicilio [calle=Calle_63, altura=2381, piso=6, depto=H];86422241;CLIENTE;persona3@example.com;true
4;Nombre_4;Apellido_4;Domicilio [calle=Calle_15, altura=2714, piso=10, depto=S];59849022;PROVEEDOR;persona4@example.com;false
5;Nombre_5;Apellido_5;Domicilio [calle=Calle_20, altura=3520, piso=2, depto=P];12714273;CLIENTE;persona5@example.com;false
6;Nombre_6;Apellido_6;Domicilio [calle=Calle_24, altura=4443, piso=3, depto=O];05874958;CLIENTE;persona6@example.com;false
7;Nombre_7;Apellido_7;Domicilio [calle=Calle_80, altura=238, piso=1, depto=G];40929877;CLIENTE;persona7@example.com;true
8;Nombre_8;Apellido_8;Domicilio [calle=Calle_71, altura=1896, piso=2, depto=W];71604328;CLIENTE;persona8@example.com;false
9;Nombre_9;Apellido_9;Domicilio [calle=Calle_15, altura=2961, piso=6, depto=I];11291964;PROVEEDOR;persona9@example.com;false
10;Nombre_10;Apellido_10;Domicilio [calle=Calle_59, altura=2954, piso=10, depto=B];00856837;PROVEEDOR;persona10@example.com;false
11;Nombre_11;Apellido_11;Domicilio [calle=Calle_27, altura=2243, piso=1, depto=G];05915281;CLIENTE;persona11@example.com;false
12;Nombre_12;Apellido_12;Domicilio [calle=Calle_41, altura=918, piso=8, depto=B];71681141;PROVEEDOR;persona12@example.com;false
13;Nombre_13;Apellido_13;Domicilio [calle=Calle_73, altura=31, piso=4, depto=B];68608708;PROVEEDOR;persona13@example.com;false
14;Nombre_14;Apellido_14;Domicilio [calle=Calle_35, altura=1140, piso=1, depto=C];98122887;CLIENTE;persona14@example.com;false
15;Nombre_15;Apellido_15;Domicilio [calle=Calle_34, altura=250, piso=7, depto=U];60634652;PROVEEDOR;persona15@example.com;false
16;Nombre_16;Apellido_16;Domicilio [calle=Calle_25, altura=1638, piso=7, depto=G];51424498;PROVEEDOR;persona16@example.com;false
17;Nombre_17;Apellido_17;Domicilio [calle=Calle_4, altura=3768, piso=7, depto=Z];31043833;PROVEEDOR;persona17@example.com;true
18;Nombre_18;Apellido_18;Domicilio [calle=Calle_60, altura=468, piso=2, depto=Q];86942040;PROVEEDOR;persona18@example.com;false
19;Nombre_19;Apellido_19;Domicilio [calle=Calle_65, altura=309, piso=3, depto=U];13073365;CLIENTE;persona19@example.com;false
20;Nombre_20;Apellido_20;Domicilio [calle=Calle_51, altura=4881, piso=7, depto=D];08882232;PROVEEDOR;persona20@example.com;false
21;Nombre_21;Apellido_21;Domicilio [calle=Calle_19, altura=1474, piso=10, depto=R];33222294;PROVEEDOR;persona21@example.com;false
22;Nombre_22;Apellido_22;Domicilio [calle=Calle_35, altura=1859, piso=10, depto=U];76038796;PROVEEDOR;persona22@example.com;false
23;Nombre_23;Apellido_23;Domicilio [calle=Calle_51, altura=3374, piso=10, depto=M];95418429;CLIENTE;persona23@example.com;true
24;Nombre_24;Apellido_24;Domicilio [calle=Calle_60, altura=3901, piso=8, depto=T];52301493;PROVEEDOR;persona24@example.com;true
