1;Dueno;Dueno;Domicilio [calle=calle, altura=1, piso=1, depto=a];00000000;CLIENTE;;true
0;Dueno;Dueno;Domicilio [calle=calle, altura=1, piso=1, depto=a];00000000;PROVEEDOR;;true
2;Nombre_2;Apellido_2;Domicilio [calle=Calle_31, altura=1425, piso=4, depto=Y];76875039;CLIENTE;persona2@example.com;false
3;Nombre_3;Apellido_3;Domicilio [calle=Calle_74, altura=4725, piso=9, depto=M];81245897;PROVEEDOR;persona3@example.com;false
4;Nombre_4;Apellido_4;Domicilio [calle=Calle_49, altura=4224, piso=7, depto=N];85479409;PROVEEDOR;persona4@example.com;false
5;Nombre_5;Apellido_5;Domicilio [calle=Calle_70, altura=335, piso=10, depto=Z];14393056;CLIENTE;persona5@example.com;false
6;Nombre_6;Apellido_6;Domicilio [calle=Calle_38, altura=1425, piso=8, depto=W];16698512;PROVEEDOR;persona6@example.com;true
7;Nombre_7;Apellido_7;Domicilio [calle=Calle_57, altura=4721, piso=10, depto=J];37642677;CLIENTE;persona7@example.com;false
8;Nombre_8;Apellido_8;Domicilio [calle=Calle_47, altura=3765, piso=8, depto=J];99499460;CLIENTE;persona8@example.com;true
9;Nombre_9;Apellido_9;Domicilio [calle=Calle_30, altura=3225, piso=5, depto=J];38057064;CLIENTE;persona9@example.com;true
10;Nombre_10;Apellido_10;Domicilio [calle=Calle_64, altura=4365, piso=10, depto=W];01747065;CLIENTE;persona10@example.com;false
11;Nombre_11;Apellido_11;Domicilio [calle=Calle_9, altura=2705, piso=8, depto=X];76638405;PROVEEDOR;persona11@example.com;true
12;Nombre_12;Apellido_12;Domicilio [calle=Calle_96, altura=392, piso=4, depto=H];84791407;CLIENTE;persona12@example.com;true
13;Nombre_13;Apellido_13;Domicilio [calle=Calle_98, altura=4549, piso=6, depto=C];27824963;CLIENTE;persona13@example.com;false
14;Nombre_14;Apellido_14;Domicilio [calle=Calle_96, altura=177, piso=6, depto=A];54680007;PROVEEDOR;persona14@example.com;true
15;Nombre_15;Apellido_15;Domicilio [calle=Calle_27, altura=4267, piso=5, depto=O];41729269;CLIENTE;persona15@example.com;false
16;Nombre_16;Apellido_16;Domicilio [calle=Calle_41, altura=375, piso=8, depto=M];06380471;CLIENTE;persona16@example.com;true
17;Nombre_17;Apellido_17;Domicilio [calle=Calle_95, altura=3672, piso=9, depto=C];28397793;PROVEEDOR;persona17@example.com;true
18;Nombre_18;Apellido_18;Domicilio [calle=Calle_1, altura=2649, piso=5, depto=G];15802369;PROVEEDOR;persona18@example.com;false
19;Nombre_19;Apellido_19;Domicilio [calle=Calle_24, altura=1585, piso=10, depto=Y];10234039;CLIENTE;persona19@example.com;true
20;Nombre_20;Apellido_20;Domicilio [calle=Calle_22, altura=4210, piso=4, depto=Y];55624469;PROVEEDOR;persona20@example.com;false
21;Nombre_21;Apellido_21;Domicilio [calle=Calle_89, altura=206, piso=3, depto=T];49907235;PROVEEDOR;persona21@example.com;true
22;Nombre_22;Apellido_22;Domicilio [calle=Calle_32, altura=675, piso=9, depto=C];21065724;PROVEEDOR;persona22@example.com;false
23;Nombre_23;Apellido_23;Domicilio [calle=Calle_32, altura=4130, piso=5, depto=B];94496622;PROVEEDOR;persona23@example.com;false
24;Nombre_24;Apellido_24;Domicilio [calle=Calle_59, altura=413, piso=9, depto=J];78371239;PROVEEDOR;persona24@example.com;true
