1;Dueno;Dueno;Domicilio [calle=calle, altura=1, piso=1, depto=a];00000000;CLIENTE;;true
0;Dueno;Dueno;Domicilio [calle=calle, altura=1, piso=1, depto=a];00000000;PROVEEDOR;;true
2;Nombre_2;Apellido_2;Domicilio [calle=Calle_6, altura=685, piso=8, depto=U];68622603;CLIENTE;persona2@example.com;true
3;Nombre_3;Apellido_3;Domicilio [calle=Calle_60, altura=201, piso=2, depto=G];05110635;CLIENTE;persona3@example.com;true
4;Nombre_4;Apellido_4;Domicilio [calle=Calle_98, altura=3469, piso=5, depto=A];91467007;CLIENTE;persona4@example.com;false
5;Nombre_5;Apellido_5;Domicilio [calle=Calle_1, altura=3910, piso=4, depto=B];89023112;PROVEEDOR;persona5@example.com;false
6;Nombre_6;Apellido_6;Domicilio [calle=Calle_70, altura=3114, piso=6, depto=Y];85350999;CLIENTE;persona6@example.com;true
7;Nombre_7;Apellido_7;Domicilio [calle=Calle_40, altura=3707, piso=7, depto=N];14772043;CLIENTE;persona7@example.com;true
8;Nombre_8;Apellido_8;Domicilio [calle=Calle_31, altura=16, piso=7, depto=I];21926335;CLIENTE;persona8@example.com;true
9;Nombre_9;Apellido_9;Domicilio [calle=Calle_43, altura=4889, piso=4, depto=Q];98351975;PROVEEDOR;persona9@example.com;true
10;Nombre_10;Apellido_10;Domicilio [calle=Calle_74, altura=2077, piso=10, depto=S];39902652;CLIENTE;persona10@example.com;true
11;Nombre_11;Apellido_11;Domicilio [calle=Calle_19, altura=3263, piso=6, depto=D];08614172;CLIENTE;persona11@example.com;false
12;Nombre_12;Apellido_12;Domicilio [calle=Calle_36, altura=454, piso=9, depto=Z];50983296;PROVEEDOR;persona12@example.com;true
13;Nombre_13;Apellido_13;Domicilio [calle=Calle_26, altura=1866, piso=3, depto=K];91279598;PROVEEDOR;persona13@example.com;false
14;Nombre_14;Apellido_14;Domicilio [calle=Calle_66, altura=574, piso=9, depto=Q];99186038;PROVEEDOR;persona14@example.com;false
15;Nombre_15;Apellido_15;Domicilio [calle=Calle_100, altura=4305, piso=3, depto=H];71532774;PROVEEDOR;persona15@example.com;true
16;Nombre_16;Apellido_16;Domicilio [calle=Calle_6, altura=720, piso=8, depto=K];56249438;CLIENTE;persona16@example.com;true
17;Nombre_17;Apellido_17;Domicilio [calle=Calle_95, altura=960, piso=5, depto=L];79589170;CLIENTE;persona17@example.com;false
18;Nombre_18;Apellido_18;Domicilio [calle=Calle_19, altura=186, piso=4, depto=T];17068698;PROVEEDOR;persona18@example.com;false
19;Nombre_19;Apellido_19;Domicilio [calle=Calle_45, altura=356, piso=2, depto=R];87165703;CLIENTE;persona19@example.com;true
20;Nombre_20;Apellido_20;Domicilio [calle=Calle_29, altura=4770, piso=3, depto=F];77600688;PROVEEDOR;persona20@example.com;false
21;Nombre_21;Apellido_21;Domicilio [calle=Calle_59, altura=4406, piso=9, depto=Z];62406782;CLIENTE;persona21@example.com;false
22;Nombre_22;Apellido_22;Domicilio [calle=Calle_58, altura=4722, piso=8, depto=D];56416961;CLIENTE;persona22@example.com;false
23;Nombre_23;Apellido_23;Domicilio [calle=Calle_89, altura=405, piso=8, depto=G];06642400;CLIENTE;persona23@example.com;false
24;Nombre_24;Apellido_24;Domicilio [calle=Calle_68, altura=4292, piso=8, depto=T];32792981;CLIENTE;persona24@example.com;true
