10000;1;Nombre_1;Apellido_1;Domicilio [calle=Calle_34, altura=3957, piso=2, depto=L];14455238;PROVEEDOR;persona1@example.com;true
10000;2;Nombre_2;Apellido_2;Domicilio [calle=Calle_48, altura=3381, piso=6, depto=U];90376006;PROVEEDOR;persona2@example.com;false
10000;3;Nombre_3;Apellido_3;Domicilio [calle=Calle_19, altura=3151, piso=4, depto=R];47772381;PROVEEDOR;persona3@example.com;false
10000;4;Nombre_4;Apellido_4;Domicilio [calle=Calle_44, altura=1234, piso=2, depto=P];33683627;CLIENTE;persona4@example.com;true
10000;5;Nombre_5;Apellido_5;Domicilio [calle=Calle_11, altura=1327, piso=6, depto=I];68472796;PROVEEDOR;persona5@example.com;true
10000;6;Nombre_6;Apellido_6;Domicilio [calle=Calle_3, altura=2080, piso=8, depto=X];36318847;PROVEEDOR;persona6@example.com;true
10000;7;Nombre_7;Apellido_7;Domicilio [calle=Calle_84, altura=399, piso=2, depto=Q];44310873;CLIENTE;persona7@example.com;true
10000;8;Nombre_8;Apellido_8;Domicilio [calle=Calle_64, altura=4784, piso=6, depto=Z];48627910;PROVEEDOR;persona8@example.com;false
10000;9;Nombre_9;Apellido_9;Domicilio [calle=Calle_6, altura=759, piso=8, depto=V];14456482;PROVEEDOR;persona9@example.com;false
10000;10;Nombre_10;Apellido_10;Domicilio [calle=Calle_43, altura=400, piso=8, depto=E];45452743;PROVEEDOR;persona10@example.com;false
10000;11;Nombre_11;Apellido_11;Domicilio [calle=Calle_15, altura=4147, piso=9, depto=L];79507619;PROVEEDOR;persona11@example.com;false
10000;12;Nombre_12;Apellido_12;Domicilio [calle=Calle_89, altura=1890, piso=2, depto=R];57771506;CLIENTE;persona12@example.com;false
10000;13;Nombre_13;Apellido_13;Domicilio [calle=Calle_74, altura=824, piso=6, depto=A];44379928;CLIENTE;persona13@example.com;true
10000;14;Nombre_14;Apellido_14;Domicilio [calle=Calle_77, altura=2314, piso=4, depto=D];35897186;CLIENTE;persona14@example.com;false
10000;15;Nombre_15;Apellido_15;Domicilio [calle=Calle_69, altura=3972, piso=5, depto=X];71630639;CLIENTE;persona15@example.com;true
10000;16;Nombre_16;Apellido_16;Domicilio [calle=Calle_45, altura=3550, piso=6, depto=Q];07750298;PROVEEDOR;persona16@example.com;true
10000;17;Nombre_17;Apellido_17;Domicilio [calle=Calle_80, altura=881, piso=8, depto=A];95187697;PROVEEDOR;persona17@example.com;false
10000;18;Nombre_18;Apellido_18;Domicilio [calle=Calle_3, altura=3831, piso=5, depto=S];64075780;PROVEEDOR;persona18@example.com;false
10000;19;Nombre_19;Apellido_19;Domicilio [calle=Calle_40, altura=4399, piso=3, depto=K];02215715;PROVEEDOR;persona19@example.com;true
10000;20;Nombre_20;Apellido_20;Domicilio [calle=Calle_92, altura=2963, piso=3, depto=G];87208001;CLIENTE;persona20@example.com;true
10000;21;Nombre_21;Apellido_21;Domicilio [calle=Calle_41, altura=3621, piso=9, depto=C];43846740;CLIENTE;persona21@example.com;false
10000;22;Nombre_22;Apellido_22;Domicilio [calle=Calle_37, altura=188, piso=1, depto=O];05984906;CLIENTE;persona22@example.com;false
10000;23;Nombre_23;Apellido_23;Domicilio [calle=Calle_13, altura=4123, piso=1, depto=C];55379933;PROVEEDOR;persona23@example.com;false
10000;24;Nombre_24;Apellido_24;Domicilio [calle=Calle_4, altura=1485, piso=4, depto=K];28332486;PROVEEDOR;persona24@example.com;true
10000;25;Nombre_25;Apellido_25;Domicilio [calle=Calle_33, altura=1599, piso=8, depto=J];45318026;PROVEEDOR;persona25@example.com;false
10000;26;Nombre_26;Apellido_26;Domicilio [calle=Calle_59, altura=485, piso=2, depto=U];32814779;PROVEEDOR;persona26@example.com;true
10000;27;Nombre_27;Apellido_27;Domicilio [calle=Calle_57, altura=1467, piso=3, depto=J];89120170;CLIENTE;persona27@example.com;true
10000;28;Nombre_28;Apellido_28;Domicilio [calle=Calle_56, altura=2557, piso=4, depto=T];71805781;PROVEEDOR;persona28@example.com;true
10000;29;Nombre_29;Apellido_29;Domicilio [calle=Calle_32, altura=2253, piso=4, depto=G];56462074;PROVEEDOR;persona29@example.com;true
10000;30;Nombre_30;Apellido_30;Domicilio [calle=Calle_79, altura=3318, piso=8, depto=L];90981199;CLIENTE;persona30@example.com;true
10000;31;Nombre_31;Apellido_31;Domicilio [calle=Calle_56, altura=4443, piso=9, depto=R];81635894;CLIENTE;persona31@example.com;true
10000;32;Nombre_32;Apellido_32;Domicilio [calle=Calle_75, altura=2472, piso=5, depto=C];47639745;CLIENTE;persona32@example.com;true
10000;33;Nombre_33;Apellido_33;Domicilio [calle=Calle_45, altura=1462, piso=10, depto=Z];76858652;PROVEEDOR;persona33@example.com;false
10000;34;Nombre_34;Apellido_34;Domicilio [calle=Calle_88, altura=3265, piso=2, depto=D];75214716;PROVEEDOR;persona34@example.com;false
10000;35;Nombre_35;Apellido_35;Domicilio [calle=Calle_1, altura=2341, piso=10, depto=G];24172828;CLIENTE;persona35@example.com;true
10000;36;Nombre_36;Apellido_36;Domicilio [calle=Calle_74, altura=3933, piso=8, depto=I];84897268;CLIENTE;persona36@example.com;true
10000;37;Nombre_37;Apellido_37;Domicilio [calle=Calle_96, altura=4251, piso=4, depto=W];53602724;CLIENTE;persona37@example.com;true
10000;38;Nombre_38;Apellido_38;Domicilio [calle=Calle_30, altura=1225, piso=4, depto=L];40283689;PROVEEDOR;persona38@example.com;true
10000;39;Nombre_39;Apellido_39;Domicilio [calle=Calle_30, altura=2152, piso=3, depto=Q];42832025;CLIENTE;persona39@example.com;true
10000;40;Nombre_40;Apellido_40;Domicilio [calle=Calle_63, altura=1700, piso=4, depto=P];92125992;PROVEEDOR;persona40@example.com;false
10000;41;Nombre_41;Apellido_41;Domicilio [calle=Calle_15, altura=2901, piso=4, depto=U];72125349;PROVEEDOR;persona41@example.com;false
10000;42;Nombre_42;Apellido_42;Domicilio [calle=Calle_45, altura=1890, piso=6, depto=C];61536261;PROVEEDOR;persona42@example.com;false
10000;43;Nombre_43;Apellido_43;Domicilio [calle=Calle_92, altura=2187, piso=2, depto=F];34647425;CLIENTE;persona43@example.com;true
10000;44;Nombre_44;Apellido_44;Domicilio [calle=Calle_85, altura=4168, piso=10, depto=F];72512057;CLIENTE;persona44@example.com;false
10000;45;Nombre_45;Apellido_45;Domicilio [calle=Calle_27, altura=376, piso=3, depto=V];81534012;CLIENTE;persona45@example.com;true
10000;46;Nombre_46;Apellido_46;Domicilio [calle=Calle_24, altura=78, piso=4, depto=E];57376533;CLIENTE;persona46@example.com;false
10000;47;Nombre_47;Apellido_47;Domicilio [calle=Calle_88, altura=175, piso=7, depto=T];41029569;CLIENTE;persona47@example.com;true
10000;48;Nombre_48;Apellido_48;Domicilio [calle=Calle_60, altura=4218, piso=1, depto=P];59385422;CLIENTE;persona48@example.com;true
10000;49;Nombre_49;Apellido_49;Domicilio [calle=Calle_49, altura=2507, piso=3, depto=W];17523932;PROVEEDOR;persona49@example.com;true
10000;50;Nombre_50;Apellido_50;Domicilio [calle=Calle_86, altura=3667, piso=4, depto=W];68030393;CLIENTE;persona50@example.com;false
10000;51;Nombre_51;Apellido_51;Domicilio [calle=Calle_17, altura=462, piso=2, depto=K];41167327;PROVEEDOR;persona51@example.com;true
10000;52;Nombre_52;Apellido_52;Domicilio [calle=Calle_62, altura=3890, piso=1, depto=J];29225579;CLIENTE;persona52@example.com;true
10000;53;Nombre_53;Apellido_53;Domicilio [calle=Calle_60, altura=4413, piso=5, depto=G];48115018;CLIENTE;persona53@example.com;false
10000;54;Nombre_54;Apellido_54;Domicilio [calle=Calle_99, altura=4051, piso=7, depto=J];40277004;PROVEEDOR;persona54@example.com;true
10000;55;Nombre_55;Apellido_55;Domicilio [calle=Calle_53, altura=4304, piso=9, depto=Q];63071879;CLIENTE;persona55@example.com;true
10000;56;Nombre_56;Apellido_56;Domicilio [calle=Calle_52, altura=1074, piso=1, depto=Q];83491451;PROVEEDOR;persona56@example.com;false
10000;57;Nombre_57;Apellido_57;Domicilio [calle=Calle_66, altura=526, piso=5, depto=C];66106144;CLIENTE;persona57@example.com;false
10000;58;Nombre_58;Apellido_58;Domicilio [calle=Calle_95, altura=2643, piso=7, depto=N];77054180;CLIENTE;persona58@example.com;false
10000;59;Nombre_59;Apellido_59;Domicilio [calle=Calle_17, altura=755, piso=8, depto=F];02989452;CLIENTE;persona59@example.com;false
10000;60;Nombre_60;Apellido_60;Domicilio [calle=Calle_37, altura=1540, piso=8, depto=T];69986047;CLIENTE;persona60@example.com;true
10000;61;Nombre_61;Apellido_61;Domicilio [calle=Calle_84, altura=2744, piso=6, depto=L];84059883;CLIENTE;persona61@example.com;true
10000;62;Nombre_62;Apellido_62;Domicilio [calle=Calle_48, altura=4158, piso=3, depto=I];85015075;PROVEEDOR;persona62@example.com;false
10000;63;Nombre_63;Apellido_63;Domicilio [calle=Calle_2, altura=1782, piso=8, depto=K];07828963;CLIENTE;persona63@example.com;true
10000;64;Nombre_64;Apellido_64;Domicilio [calle=Calle_22, altura=3845, piso=4, depto=D];17352296;CLIENTE;persona64@example.com;true
10000;65;Nombre_65;Apellido_65;Domicilio [calle=Calle_54, altura=424, piso=7, depto=H];67869546;PROVEEDOR;persona65@example.com;true
10000;66;Nombre_66;Apellido_66;Domicilio [calle=Calle_95, altura=3416, piso=7, depto=H];52732974;CLIENTE;persona66@example.com;true
10000;67;Nombre_67;Apellido_67;Domicilio [calle=Calle_8, altura=4319, piso=1, depto=A];81933885;PROVEEDOR;persona67@example.com;false
10000;68;Nombre_68;Apellido_68;Domicilio [calle=Calle_33, altura=2258, piso=3, depto=T];56730783;PROVEEDOR;persona68@example.com;false
10000;69;Nombre_69;Apellido_69;Domicilio [calle=Calle_72, altura=630, piso=6, depto=D];53106290;CLIENTE;persona69@example.com;true
10000;70;Nombre_70;Apellido_70;Domicilio [calle=Calle_10, altura=4177, piso=8, depto=J];05223413;CLIENTE;persona70@example.com;true
10000;71;Nombre_71;Apellido_71;Domicilio [calle=Calle_46, altura=383, piso=9, depto=F];12118618;CLIENTE;persona71@example.com;true
10000;72;Nombre_72;Apellido_72;Domicilio [calle=Calle_41, altura=1307, piso=7, depto=F];57260670;PROVEEDOR;persona72@example.com;false
10000;73;Nombre_73;Apellido_73;Domicilio [calle=Calle_21, altura=4888, piso=2, depto=Y];50771587;CLIENTE;persona73@example.com;false
10000;74;Nombre_74;Apellido_74;Domicilio [calle=Calle_77, altura=1211, piso=3, depto=D];83193813;PROVEEDOR;persona74@example.com;true
10000;75;Nombre_75;Apellido_75;Domicilio [calle=Calle_54, altura=2045, piso=2, depto=X];87930994;PROVEEDOR;persona75@example.com;true
10000;76;Nombre_76;Apellido_76;Domicilio [calle=Calle_44, altura=2889, piso=8, depto=S];59408819;PROVEEDOR;persona76@example.com;false
10000;77;Nombre_77;Apellido_77;Domicilio [calle=Calle_3, altura=3452, piso=7, depto=S];48330162;CLIENTE;persona77@example.com;true
10000;78;Nombre_78;Apellido_78;Domicilio [calle=Calle_56, altura=2272, piso=7, depto=T];47633279;CLIENTE;persona78@example.com;true
10000;79;Nombre_79;Apellido_79;Domicilio [calle=Calle_99, altura=3493, piso=2, depto=X];83969823;CLIENTE;persona79@example.com;true
10000;80;Nombre_80;Apellido_80;Domicilio [calle=Calle_72, altura=833, piso=5, depto=Y];23059774;CLIENTE;persona80@example.com;false
10000;81;Nombre_81;Apellido_81;Domicilio [calle=Calle_35, altura=4167, piso=5, depto=U];89164261;PROVEEDOR;persona81@example.com;true
10000;82;Nombre_82;Apellido_82;Domicilio [calle=Calle_48, altura=3049, piso=3, depto=J];51610771;CLIENTE;persona82@example.com;true
10000;83;Nombre_83;Apellido_83;Domicilio [calle=Calle_50, altura=1307, piso=10, depto=L];32599423;PROVEEDOR;persona83@example.com;false
10000;84;Nombre_84;Apellido_84;Domicilio [calle=Calle_54, altura=531, piso=3, depto=G];72745725;PROVEEDOR;persona84@example.com;false
