1;movimiento;movimiento;CAT1;1;0.0;0.0;;0;Proveedor [id=0, nombre=Dueno, apellido=Dueno, dni=00000000, domicilio=Domicilio [calle=calle, altura=1, piso=1, depto=a], tipoPersona=PROVEEDOR, email=null, active=true]
1;Producto_1;Marca_4;CAT1;32;1.12003004E7;1.344036048E7;;99;Proveedor [id=929, nombre=Nombre_929, apellido=Apellido_929, dni=16741808, domicilio=Domicilio [calle=Calle_22, altura=812, piso=7, depto=C], tipoPersona=PROVEEDOR, email=persona929@example.com, active=true]
2;Producto_2;Marca_2;CAT3;84;1.12003004E7;1.344036048E7;;21;Proveedor [id=683, nombre=Nombre_683, apellido=Apellido_683, dni=19462949, domicilio=Domicilio [calle=Calle_32, altura=2835, piso=4, depto=Q], tipoPersona=PROVEEDOR, email=persona683@example.com, active=false]
3;Producto_3;Marca_2;CAT3;22;1.12003004E7;1.344036048E7;;6;Proveedor [id=486, nombre=Nombre_486, apellido=Apellido_486, dni=59731668, domicilio=Domicilio [calle=Calle_82, altura=1474, piso=2, depto=B], tipoPersona=PROVEEDOR, email=persona486@example.com, active=false]
4;Producto_4;Marca_2;CAT2;99;1.12003004E7;1.344036048E7;;53;Proveedor [id=634, nombre=Nombre_634, apellido=Apellido_634, dni=13214074, domicilio=Domicilio [calle=Calle_44, altura=4035, piso=5, depto=Z], tipoPersona=PROVEEDOR, email=persona634@example.com, active=false]
5;Producto_5;Marca_3;CAT1;52;1.12003004E7;1.344036048E7;;31;Proveedor [id=521, nombre=Nombre_521, apellido=Apellido_521, dni=00236445, domicilio=Domicilio [calle=Calle_77, altura=2726, piso=5, depto=U], tipoPersona=PROVEEDOR, email=persona521@example.com, active=false]
6;Producto_6;Marca_3;CAT3;88;1.12003004E7;1.344036048E7;;40;Proveedor [id=108, nombre=Nombre_108, apellido=Apellido_108, dni=76074511, domicilio=Domicilio [calle=Calle_20, altura=989, piso=6, depto=Z], tipoPersona=PROVEEDOR, email=persona108@example.com, active=true]
7;Producto_7;Marca_1;CAT1;16;1.12003004E7;1.344036048E7;;26;Proveedor [id=77, nombre=Nombre_77, apellido=Apellido_77, dni=56756249, domicilio=Domicilio [calle=Calle_89, altura=729, piso=7, depto=H], tipoPersona=PROVEEDOR, email=persona77@example.com, active=true]
8;Producto_8;Marca_4;CAT3;88;1.12003004E7;1.344036048E7;;88;Proveedor [id=482, nombre=Nombre_482, apellido=Apellido_482, dni=03918480, domicilio=Domicilio [calle=Calle_20, altura=232, piso=2, depto=V], tipoPersona=PROVEEDOR, email=persona482@example.com, active=false]
9;Producto_9;Marca_4;CAT3;80;1.12003004E7;1.344036048E7;;58;Proveedor [id=569, nombre=Nombre_569, apellido=Apellido_569, dni=50537047, domicilio=Domicilio [calle=Calle_78, altura=2111, piso=5, depto=J], tipoPersona=PROVEEDOR, email=persona569@example.com, active=true]
