1;Nombre_1;Apellido_1;Domicilio [calle=Calle_86, altura=1849, piso=6, depto=U];40870772;CLIENTE;persona1@example.com;true
2;Nombre_2;Apellido_2;Domicilio [calle=Calle_13, altura=1739, piso=8, depto=Q];51962229;PROVEEDOR;persona2@example.com;true
3;Nombre_3;Apellido_3;Domicilio [calle=Calle_15, altura=385, piso=4, depto=D];95324544;CLIENTE;persona3@example.com;true
4;Nombre_4;Apellido_4;Domicilio [calle=Calle_32, altura=2296, piso=8, depto=D];52171346;CLIENTE;persona4@example.com;true
5;Nombre_5;Apellido_5;Domicilio [calle=Calle_7, altura=1660, piso=3, depto=G];55206572;PROVEEDOR;persona5@example.com;true
6;Nombre_6;Apellido_6;Domicilio [calle=Calle_3, altura=373, piso=1, depto=X];09056751;CLIENTE;persona6@example.com;true
7;Nombre_7;Apellido_7;Domicilio [calle=Calle_5, altura=4972, piso=8, depto=C];91810258;CLIENTE;persona7@example.com;true
8;Nombre_8;Apellido_8;Domicilio [calle=Calle_38, altura=3018, piso=4, depto=J];04702244;CLIENTE;persona8@example.com;true
9;Nombre_9;Apellido_9;Domicilio [calle=Calle_70, altura=806, piso=8, depto=D];32286253;CLIENTE;persona9@example.com;true
10;Nombre_10;Apellido_10;Domicilio [calle=Calle_90, altura=2528, piso=8, depto=I];13425335;CLIENTE;persona10@example.com;true
11;Nombre_11;Apellido_11;Domicilio [calle=Calle_43, altura=514, piso=1, depto=K];69759867;CLIENTE;persona11@example.com;true
12;Nombre_12;Apellido_12;Domicilio [calle=Calle_71, altura=2934, piso=7, depto=M];08465530;PROVEEDOR;persona12@example.com;false
13;Nombre_13;Apellido_13;Domicilio [calle=Calle_86, altura=169, piso=2, depto=N];57500450;CLIENTE;persona13@example.com;true
14;Nombre_14;Apellido_14;Domicilio [calle=Calle_53, altura=3843, piso=4, depto=K];89484216;CLIENTE;persona14@example.com;true
15;Nombre_15;Apellido_15;Domicilio [calle=Calle_27, altura=2495, piso=6, depto=K];27374474;CLIENTE;persona15@example.com;false
16;Nombre_16;Apellido_16;Domicilio [calle=Calle_81, altura=3362, piso=6, depto=J];16291970;PROVEEDOR;persona16@example.com;true
17;Nombre_17;Apellido_17;Domicilio [calle=Calle_39, altura=4355, piso=3, depto=Q];71117925;PROVEEDOR;persona17@example.com;false
18;Nombre_18;Apellido_18;Domicilio [calle=Calle_31, altura=348, piso=10, depto=E];49894926;CLIENTE;persona18@example.com;false
19;Nombre_19;Apellido_19;Domicilio [calle=Calle_69, altura=2855, piso=1, depto=M];58046569;CLIENTE;persona19@example.com;false
20;Nombre_20;Apellido_20;Domicilio [calle=Calle_13, altura=3800, piso=8, depto=U];63917302;PROVEEDOR;persona20@example.com;true
21;Nombre_21;Apellido_21;Domicilio [calle=Calle_59, altura=2598, piso=10, depto=E];70153247;CLIENTE;persona21@example.com;false
22;Nombre_22;Apellido_22;Domicilio [calle=Calle_24, altura=4300, piso=1, depto=T];97767570;CLIENTE;persona22@example.com;false
23;Nombre_23;Apellido_23;Domicilio [calle=Calle_65, altura=4644, piso=2, depto=W];06976857;CLIENTE;persona23@example.com;true
24;Nombre_24;Apellido_24;Domicilio [calle=Calle_45, altura=591, piso=2, depto=H];18888260;PROVEEDOR;persona24@example.com;true
25;Nombre_25;Apellido_25;Domicilio [calle=Calle_39, altura=670, piso=3, depto=D];84630556;PROVEEDOR;persona25@example.com;false
26;Nombre_26;Apellido_26;Domicilio [calle=Calle_14, altura=4935, piso=1, depto=H];04184822;PROVEEDOR;persona26@example.com;true
27;Nombre_27;Apellido_27;Domicilio [calle=Calle_61, altura=1624, piso=5, depto=F];23998822;CLIENTE;persona27@example.com;false
28;Nombre_28;Apellido_28;Domicilio [calle=Calle_81, altura=2459, piso=8, depto=W];62007920;PROVEEDOR;persona28@example.com;true
29;Nombre_29;Apellido_29;Domicilio [calle=Calle_2, altura=659, piso=10, depto=A];88981099;CLIENTE;persona29@example.com;true
30;Nombre_30;Apellido_30;Domicilio [calle=Calle_43, altura=2151, piso=10, depto=M];87849606;CLIENTE;persona30@example.com;false
31;Nombre_31;Apellido_31;Domicilio [calle=Calle_59, altura=2871, piso=7, depto=V];82531778;CLIENTE;persona31@example.com;false
32;Nombre_32;Apellido_32;Domicilio [calle=Calle_77, altura=4579, piso=10, depto=E];62852789;CLIENTE;persona32@example.com;false
33;Nombre_33;Apellido_33;Domicilio [calle=Calle_34, altura=2783, piso=1, depto=S];25010240;PROVEEDOR;persona33@example.com;true
34;Nombre_34;Apellido_34;Domicilio [calle=Calle_56, altura=2020, piso=1, depto=A];55948791;PROVEEDOR;persona34@example.com;true
35;Nombre_35;Apellido_35;Domicilio [calle=Calle_39, altura=4951, piso=7, depto=N];85723832;PROVEEDOR;persona35@example.com;true
36;Nombre_36;Apellido_36;Domicilio [calle=Calle_73, altura=3254, piso=8, depto=S];11253645;CLIENTE;persona36@example.com;true
37;Nombre_37;Apellido_37;Domicilio [calle=Calle_71, altura=226, piso=8, depto=A];08354839;CLIENTE;persona37@example.com;true
38;Nombre_38;Apellido_38;Domicilio [calle=Calle_29, altura=2450, piso=10, depto=Y];08605997;PROVEEDOR;persona38@example.com;true
39;Nombre_39;Apellido_39;Domicilio [calle=Calle_12, altura=115, piso=7, depto=R];94703837;PROVEEDOR;persona39@example.com;true
40;Nombre_40;Apellido_40;Domicilio [calle=Calle_63, altura=2065, piso=1, depto=A];29477206;CLIENTE;persona40@example.com;false
