11;Proveedor [id=2, nombre=Nombre_2, apellido=Apellido_2, dni=36081597, domicilio=Domicilio [calle=Calle_99, altura=4158, piso=6, depto=I], tipoPersona=PROVEEDOR, email=persona2@example.com, active=false];2;0.0;DOLAR;true
12;Proveedor [id=2, nombre=Nombre_2, apellido=Apellido_2, dni=36081597, domicilio=Domicilio [calle=Calle_99, altura=4158, piso=6, depto=I], tipoPersona=PROVEEDOR, email=persona2@example.com, active=false];2;0.0;PESOSEFECTIVO;true
13;Proveedor [id=2, nombre=Nombre_2, apellido=Apellido_2, dni=36081597, domicilio=Domicilio [calle=Calle_99, altura=4158, piso=6, depto=I], tipoPersona=PROVEEDOR, email=persona2@example.com, active=false];2;0.0;CREDITO;true
14;Proveedor [id=2, nombre=Nombre_2, apellido=Apellido_2, dni=36081597, domicilio=Domicilio [calle=Calle_99, altura=4158, piso=6, depto=I], tipoPersona=PROVEEDOR, email=persona2@example.com, active=false];2;2.7552738984E9;TRANSFERENCIAS;true
15;Proveedor [id=3, nombre=Nombre_3, apellido=Apellido_3, dni=31700899, domicilio=Domicilio [calle=Calle_36, altura=1380, piso=3, depto=D], tipoPersona=PROVEEDOR, email=persona3@example.com, active=false];3;0.0;DOLAR;true
16;Proveedor [id=3, nombre=Nombre_3, apellido=Apellido_3, dni=31700899, domicilio=Domicilio [calle=Calle_36, altura=1380, piso=3, depto=D], tipoPersona=PROVEEDOR, email=persona3@example.com, active=false];3;0.0;PESOSEFECTIVO;true
17;Proveedor [id=3, nombre=Nombre_3, apellido=Apellido_3, dni=31700899, domicilio=Domicilio [calle=Calle_36, altura=1380, piso=3, depto=D], tipoPersona=PROVEEDOR, email=persona3@example.com, active=false];3;0.0;CREDITO;true
18;Proveedor [id=3, nombre=Nombre_3, apellido=Apellido_3, dni=31700899, domicilio=Domicilio [calle=Calle_36, altura=1380, piso=3, depto=D], tipoPersona=PROVEEDOR, email=persona3@example.com, active=false];3;0.0;TRANSFERENCIAS;true
19;Proveedor [id=4, nombre=Nombre_4, apellido=Apellido_4, dni=45685941, domicilio=Domicilio [calle=Calle_19, altura=3202, piso=6, depto=G], tipoPersona=PROVEEDOR, email=persona4@example.com, active=false];4;0.0;DOLAR;true
20;Proveedor [id=4, nombre=Nombre_4, apellido=Apellido_4, dni=45685941, domicilio=Domicilio [calle=Calle_19, altura=3202, piso=6, depto=G], tipoPersona=PROVEEDOR, email=persona4@example.com, active=false];4;0.0;PESOSEFECTIVO;true
21;Proveedor [id=4, nombre=Nombre_4, apellido=Apellido_4, dni=45685941, domicilio=Domicilio [calle=Calle_19, altura=3202, piso=6, depto=G], tipoPersona=PROVEEDOR, email=persona4@example.com, active=false];4;0.0;CREDITO;true
22;Proveedor [id=4, nombre=Nombre_4, apellido=Apellido_4, dni=45685941, domicilio=Domicilio [calle=Calle_19, altura=3202, piso=6, depto=G], tipoPersona=PROVEEDOR, email=persona4@example.com, active=false];4;0.0;TRANSFERENCIAS;true
23;Proveedor [id=5, nombre=Nombre_5, apellido=Apellido_5, dni=00965438, domicilio=Domicilio [calle=Calle_31, altura=2116, piso=8, depto=L], tipoPersona=PROVEEDOR, email=persona5@example.com, active=false];5;0.0;DOLAR;true
24;Proveedor [id=5, nombre=Nombre_5, apellido=Apellido_5, dni=00965438, domicilio=Domicilio [calle=Calle_31, altura=2116, piso=8, depto=L], tipoPersona=PROVEEDOR, email=persona5@example.com, active=false];5;0.0;PESOSEFECTIVO;true
25;Proveedor [id=5, nombre=Nombre_5, apellido=Apellido_5, dni=00965438, domicilio=Domicilio [calle=Calle_31, altura=2116, piso=8, depto=L], tipoPersona=PROVEEDOR, email=persona5@example.com, active=false];5;0.0;CREDITO;true
26;Proveedor [id=5, nombre=Nombre_5, apellido=Apellido_5, dni=00965438, domicilio=Domicilio [calle=Calle_31, altura=2116, piso=8, depto=L], tipoPersona=PROVEEDOR, email=persona5@example.com, active=false];5;0.0;TRANSFERENCIAS;true
27;Cliente [id=6, nombre=Nombre_6, apellido=Apellido_6, dni=88548318, domicilio=Domicilio [calle=Calle_83, altura=521, piso=8, depto=B], tipoPersona=CLIENTE, email=persona6@example.com, active=false];6;0.0;DOLAR;true
28;Cliente [id=6, nombre=Nombre_6, apellido=Apellido_6, dni=88548318, domicilio=Domicilio [calle=Calle_83, altura=521, piso=8, depto=B], tipoPersona=CLIENTE, email=persona6@example.com, active=false];6;0.0;PESOSEFECTIVO;true
29;Cliente [id=6, nombre=Nombre_6, apellido=Apellido_6, dni=88548318, domicilio=Domicilio [calle=Calle_83, altura=521, piso=8, depto=B], tipoPersona=CLIENTE, email=persona6@example.com, active=false];6;0.0;CREDITO;true
30;Cliente [id=6, nombre=Nombre_6, apellido=Apellido_6, dni=88548318, domicilio=Domicilio [calle=Calle_83, altura=521, piso=8, depto=B], tipoPersona=CLIENTE, email=persona6@example.com, active=false];6;0.0;TRANSFERENCIAS;true
31;Proveedor [id=7, nombre=Nombre_7, apellido=Apellido_7, dni=04914275, domicilio=Domicilio [calle=Calle_23, altura=880, piso=9, depto=V], tipoPersona=PROVEEDOR, email=persona7@example.com, active=true];7;0.0;DOLAR;true
32;Proveedor [id=7, nombre=Nombre_7, apellido=Apellido_7, dni=04914275, domicilio=Domicilio [calle=Calle_23, altura=880, piso=9, depto=V], tipoPersona=PROVEEDOR, email=persona7@example.com, active=true];7;0.0;PESOSEFECTIVO;true
33;Proveedor [id=7, nombre=Nombre_7, apellido=Apellido_7, dni=04914275, domicilio=Domicilio [calle=Calle_23, altura=880, piso=9, depto=V], tipoPersona=PROVEEDOR, email=persona7@example.com, active=true];7;0.0;CREDITO;true
34;Proveedor [id=7, nombre=Nombre_7, apellido=Apellido_7, dni=04914275, domicilio=Domicilio [calle=Calle_23, altura=880, piso=9, depto=V], tipoPersona=PROVEEDOR, email=persona7@example.com, active=true];7;0.0;TRANSFERENCIAS;true
35;Proveedor [id=8, nombre=Nombre_8, apellido=Apellido_8, dni=88861909, domicilio=Domicilio [calle=Calle_57, altura=4534, piso=7, depto=A], tipoPersona=PROVEEDOR, email=persona8@example.com, active=false];8;0.0;DOLAR;true
36;Proveedor [id=8, nombre=Nombre_8, apellido=Apellido_8, dni=88861909, domicilio=Domicilio [calle=Calle_57, altura=4534, piso=7, depto=A], tipoPersona=PROVEEDOR, email=persona8@example.com, active=false];8;0.0;PESOSEFECTIVO;true
37;Proveedor [id=8, nombre=Nombre_8, apellido=Apellido_8, dni=88861909, domicilio=Domicilio [calle=Calle_57, altura=4534, piso=7, depto=A], tipoPersona=PROVEEDOR, email=persona8@example.com, active=false];8;0.0;CREDITO;true
38;Proveedor [id=8, nombre=Nombre_8, apellido=Apellido_8, dni=88861909, domicilio=Domicilio [calle=Calle_57, altura=4534, piso=7, depto=A], tipoPersona=PROVEEDOR, email=persona8@example.com, active=false];8;0.0;TRANSFERENCIAS;true
39;Proveedor [id=9, nombre=Nombre_9, apellido=Apellido_9, dni=99670637, domicilio=Domicilio [calle=Calle_56, altura=1506, piso=7, depto=W], tipoPersona=PROVEEDOR, email=persona9@example.com, active=true];9;0.0;DOLAR;true
40;Proveedor [id=9, nombre=Nombre_9, apellido=Apellido_9, dni=99670637, domicilio=Domicilio [calle=Calle_56, altura=1506, piso=7, depto=W], tipoPersona=PROVEEDOR, email=persona9@example.com, active=true];9;0.0;PESOSEFECTIVO;true
41;Proveedor [id=9, nombre=Nombre_9, apellido=Apellido_9, dni=99670637, domicilio=Domicilio [calle=Calle_56, altura=1506, piso=7, depto=W], tipoPersona=PROVEEDOR, email=persona9@example.com, active=true];9;0.0;CREDITO;true
42;Proveedor [id=9, nombre=Nombre_9, apellido=Apellido_9, dni=99670637, domicilio=Domicilio [calle=Calle_56, altura=1506, piso=7, depto=W], tipoPersona=PROVEEDOR, email=persona9@example.com, active=true];9;0.0;TRANSFERENCIAS;true
43;Cliente [id=10, nombre=Nombre_10, apellido=Apellido_10, dni=85719861, domicilio=Domicilio [calle=Calle_16, altura=4743, piso=1, depto=H], tipoPersona=CLIENTE, email=persona10@example.com, active=false];10;0.0;DOLAR;true
44;Cliente [id=10, nombre=Nombre_10, apellido=Apellido_10, dni=85719861, domicilio=Domicilio [calle=Calle_16, altura=4743, piso=1, depto=H], tipoPersona=CLIENTE, email=persona10@example.com, active=false];10;0.0;PESOSEFECTIVO;true
45;Cliente [id=10, nombre=Nombre_10, apellido=Apellido_10, dni=85719861, domicilio=Domicilio [calle=Calle_16, altura=4743, piso=1, depto=H], tipoPersona=CLIENTE, email=persona10@example.com, active=false];10;0.0;CREDITO;true
46;Cliente [id=10, nombre=Nombre_10, apellido=Apellido_10, dni=85719861, domicilio=Domicilio [calle=Calle_16, altura=4743, piso=1, depto=H], tipoPersona=CLIENTE, email=persona10@example.com, active=false];10;0.0;TRANSFERENCIAS;true
47;Proveedor [id=11, nombre=Nombre_11, apellido=Apellido_11, dni=57762894, domicilio=Domicilio [calle=Calle_30, altura=2337, piso=4, depto=X], tipoPersona=PROVEEDOR, email=persona11@example.com, active=true];11;0.0;DOLAR;true
48;Proveedor [id=11, nombre=Nombre_11, apellido=Apellido_11, dni=57762894, domicilio=Domicilio [calle=Calle_30, altura=2337, piso=4, depto=X], tipoPersona=PROVEEDOR, email=persona11@example.com, active=true];11;0.0;PESOSEFECTIVO;true
49;Proveedor [id=11, nombre=Nombre_11, apellido=Apellido_11, dni=57762894, domicilio=Domicilio [calle=Calle_30, altura=2337, piso=4, depto=X], tipoPersona=PROVEEDOR, email=persona11@example.com, active=true];11;0.0;CREDITO;true
