1;Dueno;Dueno;Domicilio [calle=calle, altura=1, piso=1, depto=a];00000000;CLIENTE;;true
0;Dueno;Dueno;Domicilio [calle=calle, altura=1, piso=1, depto=a];00000000;PROVEEDOR;;true
2;Nombre_2;Apellido_2;Domicilio [calle=Calle_19, altura=1646, piso=1, depto=C];80946835;CLIENTE;persona2@example.com;false
3;Nombre_3;Apellido_3;Domicilio [calle=Calle_61, altura=1911, piso=2, depto=K];13545498;CLIENTE;persona3@example.com;true
4;Nombre_4;Apellido_4;Domicilio [calle=Calle_66, altura=1206, piso=9, depto=L];59239970;CLIENTE;persona4@example.com;false
5;Nombre_5;Apellido_5;Domicilio [calle=Calle_85, altura=325, piso=3, depto=W];02016516;CLIENTE;persona5@example.com;false
6;Nombre_6;Apellido_6;Domicilio [calle=Calle_6, altura=151, piso=10, depto=A];07184068;PROVEEDOR;persona6@example.com;false
7;Nombre_7;Apellido_7;Domicilio [calle=Calle_29, altura=857, piso=10, depto=O];76630211;PROVEEDOR;persona7@example.com;true
8;Nombre_8;Apellido_8;Domicilio [calle=Calle_37, altura=4727, piso=8, depto=I];02289292;PROVEEDOR;persona8@example.com;false
9;Nombre_9;Apellido_9;Domicilio [calle=Calle_57, altura=3377, piso=1, depto=R];80971699;PROVEEDOR;persona9@example.com;true
10;Nombre_10;Apellido_10;Domicilio [calle=Calle_34, altura=1559, piso=10, depto=R];92420285;PROVEEDOR;persona10@example.com;false
11;Nombre_11;Apellido_11;Domicilio [calle=Calle_80, altura=3095, piso=8, depto=O];39589346;PROVEEDOR;persona11@example.com;false
12;Nombre_12;Apellido_12;Domicilio [calle=Calle_7, altura=4741, piso=1, depto=Z];18472782;CLIENTE;persona12@example.com;false
13;Nombre_13;Apellido_13;Domicilio [calle=Calle_27, altura=4860, piso=4, depto=A];63033167;PROVEEDOR;persona13@example.com;true
14;Nombre_14;Apellido_14;Domicilio [calle=Calle_69, altura=3120, piso=4, depto=T];63480958;CLIENTE;persona14@example.com;false
15;Nombre_15;Apellido_15;Domicilio [calle=Calle_69, altura=3893, piso=9, depto=R];41569354;PROVEEDOR;persona15@example.com;true
16;Nombre_16;Apellido_16;Domicilio [calle=Calle_90, altura=3292, piso=8, depto=T];49761405;PROVEEDOR;persona16@example.com;false
17;Nombre_17;Apellido_17;Domicilio [calle=Calle_52, altura=3580, piso=9, depto=Q];04940162;PROVEEDOR;persona17@example.com;false
18;Nombre_18;Apellido_18;Domicilio [calle=Calle_38, altura=2533, piso=5, depto=J];71237013;PROVEEDOR;persona18@example.com;false
19;Nombre_19;Apellido_19;Domicilio [calle=Calle_92, altura=573, piso=6, depto=J];96948663;CLIENTE;persona19@example.com;false
20;Nombre_20;Apellido_20;Domicilio [calle=Calle_95, altura=1420, piso=5, depto=F];05522392;PROVEEDOR;persona20@example.com;true
21;Nombre_21;Apellido_21;Domicilio [calle=Calle_53, altura=4807, piso=5, depto=X];74496823;CLIENTE;persona21@example.com;false
22;Nombre_22;Apellido_22;Domicilio [calle=Calle_73, altura=1570, piso=5, depto=T];78727429;PROVEEDOR;persona22@example.com;false
23;Nombre_23;Apellido_23;Domicilio [calle=Calle_46, altura=301, piso=4, depto=Z];65362777;PROVEEDOR;persona23@example.com;true
24;Nombre_24;Apellido_24;Domicilio [calle=Calle_92, altura=3105, piso=9, depto=T];83127488;CLIENTE;persona24@example.com;false
