2;Nombre_2;Apellido_2;Domicilio [calle=Calle_27, altura=497, piso=6, depto=K];15299925;CLIENTE;persona2@example.com;true
3;Nombre_3;Apellido_3;Domicilio [calle=Calle_70, altura=419, piso=6, depto=X];04511577;CLIENTE;persona3@example.com;false
4;Nombre_4;Apellido_4;Domicilio [calle=Calle_31, altura=3826, piso=2, depto=Z];39638736;CLIENTE;persona4@example.com;false
5;Nombre_5;Apellido_5;Domicilio [calle=Calle_12, altura=4273, piso=2, depto=J];93232606;PROVEEDOR;persona5@example.com;true
6;Nombre_6;Apellido_6;Domicilio [calle=Calle_80, altura=4717, piso=1, depto=M];28209002;PROVEEDOR;persona6@example.com;true
7;Nombre_7;Apellido_7;Domicilio [calle=Calle_91, altura=1534, piso=6, depto=Z];44632015;PROVEEDOR;persona7@example.com;true
8;Nombre_8;Apellido_8;Domicilio [calle=Calle_49, altura=2233, piso=6, depto=A];16730193;CLIENTE;persona8@example.com;true
9;Nombre_9;Apellido_9;Domicilio [calle=Calle_5, altura=355, piso=6, depto=K];86384248;PROVEEDOR;persona9@example.com;false
10;Nombre_10;Apellido_10;Domicilio [calle=Calle_3, altura=4871, piso=7, depto=G];19176461;PROVEEDOR;persona10@example.com;true
11;Nombre_11;Apellido_11;Domicilio [calle=Calle_60, altura=2092, piso=1, depto=L];20163640;PROVEEDOR;persona11@example.com;false
12;Nombre_12;Apellido_12;Domicilio [calle=Calle_68, altura=3779, piso=4, depto=E];52659476;CLIENTE;persona12@example.com;true
13;Nombre_13;Apellido_13;Domicilio [calle=Calle_51, altura=3332, piso=1, depto=B];07524638;PROVEEDOR;persona13@example.com;true
14;Nombre_14;Apellido_14;Domicilio [calle=Calle_28, altura=4037, piso=5, depto=S];70481732;PROVEEDOR;persona14@example.com;false
15;Nombre_15;Apellido_15;Domicilio [calle=Calle_25, altura=3407, piso=4, depto=D];76060864;PROVEEDOR;persona15@example.com;true
16;Nombre_16;Apellido_16;Domicilio [calle=Calle_55, altura=592, piso=4, depto=H];51702687;CLIENTE;persona16@example.com;true
17;Nombre_17;Apellido_17;Domicilio [calle=Calle_57, altura=54, piso=1, depto=U];43187648;CLIENTE;persona17@example.com;false
18;Nombre_18;Apellido_18;Domicilio [calle=Calle_65, altura=446, piso=7, depto=V];64742932;CLIENTE;persona18@example.com;true
19;Nombre_19;Apellido_19;Domicilio [calle=Calle_76, altura=3618, piso=9, depto=H];68268326;CLIENTE;persona19@example.com;false
20;Nombre_20;Apellido_20;Domicilio [calle=Calle_8, altura=1904, piso=3, depto=V];53860034;PROVEEDOR;persona20@example.com;true
21;Nombre_21;Apellido_21;Domicilio [calle=Calle_31, altura=4183, piso=7, depto=G];20319886;PROVEEDOR;persona21@example.com;true
22;Nombre_22;Apellido_22;Domicilio [calle=Calle_82, altura=3004, piso=3, depto=M];15723078;CLIENTE;persona22@example.com;true
23;Nombre_23;Apellido_23;Domicilio [calle=Calle_15, altura=1684, piso=5, depto=W];46293521;PROVEEDOR;persona23@example.com;false
24;Nombre_24;Apellido_24;Domicilio [calle=Calle_3, altura=4760, piso=3, depto=Z];26229134;CLIENTE;persona24@example.com;true
25;Nombre_25;Apellido_25;Domicilio [calle=Calle_39, altura=4484, piso=6, depto=O];19331142;PROVEEDOR;persona25@example.com;false
26;Nombre_26;Apellido_26;Domicilio [calle=Calle_92, altura=1451, piso=2, depto=Q];10133782;PROVEEDOR;persona26@example.com;false
27;Nombre_27;Apellido_27;Domicilio [calle=Calle_20, altura=4148, piso=4, depto=Y];54287170;CLIENTE;persona27@example.com;true
28;Nombre_28;Apellido_28;Domicilio [calle=Calle_96, altura=1727, piso=1, depto=C];27869933;PROVEEDOR;persona28@example.com;false
29;Nombre_29;Apellido_29;Domicilio [calle=Calle_95, altura=568, piso=7, depto=W];29455573;CLIENTE;persona29@example.com;true
