1;Dueno;Dueno;Domicilio [calle=calle, altura=1, piso=1, depto=a];00000000;CLIENTE;;true
0;Dueno;Dueno;Domicilio [calle=calle, altura=1, piso=1, depto=a];00000000;PROVEEDOR;;true
2;Nombre_2;Apellido_2;Domicilio [calle=Calle_71, altura=3064, piso=3, depto=I];30376685;PROVEEDOR;persona2@example.com;true
3;Nombre_3;Apellido_3;Domicilio [calle=Calle_21, altura=3649, piso=3, depto=O];69892076;PROVEEDOR;persona3@example.com;false
4;Nombre_4;Apellido_4;Domicilio [calle=Calle_53, altura=1761, piso=9, depto=V];10950429;PROVEEDOR;persona4@example.com;false
5;Nombre_5;Apellido_5;Domicilio [calle=Calle_85, altura=143, piso=7, depto=I];49159760;CLIENTE;persona5@example.com;false
6;Nombre_6;Apellido_6;Domicilio [calle=Calle_4, altura=3084, piso=7, depto=P];70267003;PROVEEDOR;persona6@example.com;false
7;Nombre_7;Apellido_7;Domicilio [calle=Calle_81, altura=3379, piso=10, depto=F];04390297;CLIENTE;persona7@example.com;false
8;Nombre_8;Apellido_8;Domicilio [calle=Calle_18, altura=4937, piso=4, depto=G];98618482;CLIENTE;persona8@example.com;false
9;Nombre_9;Apellido_9;Domicilio [calle=Calle_96, altura=1866, piso=3, depto=I];71429121;CLIENTE;persona9@example.com;false
10;Nombre_10;Apellido_10;Domicilio [calle=Calle_39, altura=4167, piso=6, depto=Q];02619960;PROVEEDOR;persona10@example.com;true
11;Nombre_11;Apellido_11;Domicilio [calle=Calle_20, altura=173, piso=1, depto=N];86594693;PROVEEDOR;persona11@example.com;false
12;Nombre_12;Apellido_12;Domicilio [calle=Calle_19, altura=3671, piso=1, depto=R];24965246;PROVEEDOR;persona12@example.com;false
13;Nombre_13;Apellido_13;Domicilio [calle=Calle_49, altura=4010, piso=2, depto=Q];11929987;PROVEEDOR;persona13@example.com;false
14;Nombre_14;Apellido_14;Domicilio [calle=Calle_20, altura=1563, piso=4, depto=V];23490131;CLIENTE;persona14@example.com;true
15;Nombre_15;Apellido_15;Domicilio [calle=Calle_59, altura=3665, piso=6, depto=L];25230494;CLIENTE;persona15@example.com;true
16;Nombre_16;Apellido_16;Domicilio [calle=Calle_96, altura=52, piso=2, depto=V];70171571;PROVEEDOR;persona16@example.com;false
17;Nombre_17;Apellido_17;Domicilio [calle=Calle_66, altura=3278, piso=3, depto=I];45303116;PROVEEDOR;persona17@example.com;true
18;Nombre_18;Apellido_18;Domicilio [calle=Calle_57, altura=70, piso=2, depto=T];96593937;PROVEEDOR;persona18@example.com;false
19;Nombre_19;Apellido_19;Domicilio [calle=Calle_85, altura=4495, piso=4, depto=M];35766830;PROVEEDOR;persona19@example.com;false
20;Nombre_20;Apellido_20;Domicilio [calle=Calle_83, altura=1660, piso=10, depto=C];51934885;PROVEEDOR;persona20@example.com;true
21;Nombre_21;Apellido_21;Domicilio [calle=Calle_92, altura=253, piso=6, depto=T];59255171;PROVEEDOR;persona21@example.com;false
22;Nombre_22;Apellido_22;Domicilio [calle=Calle_5, altura=3155, piso=6, depto=A];83245757;CLIENTE;persona22@example.com;false
23;Nombre_23;Apellido_23;Domicilio [calle=Calle_5, altura=1311, piso=2, depto=K];47125359;PROVEEDOR;persona23@example.com;true
24;Nombre_24;Apellido_24;Domicilio [calle=Calle_53, altura=4041, piso=5, depto=W];35892597;CLIENTE;persona24@example.com;true
