1;Producto_1;Marca_5;CAT3;94;1.12003004E7;1.344036048E7;;42;Proveedor [id=567, nombre=Nombre_567, apellido=Apellido_567, dni=31596176, domicilio=Domicilio [calle=Calle_51, altura=4098, piso=3, depto=O], tipoPersona=PROVEEDOR, email=persona567@example.com, active=true]
2;Producto_2;Marca_2;CAT3;68;1.12003004E7;1.344036048E7;;40;Proveedor [id=337, nombre=Nombre_337, apellido=Apellido_337, dni=88595457, domicilio=Domicilio [calle=Calle_65, altura=4429, piso=1, depto=Q], tipoPersona=PROVEEDOR, email=persona337@example.com, active=false]
3;Producto_3;Marca_2;CAT2;4;1.12003004E7;1.344036048E7;;9;Proveedor [id=341, nombre=Nombre_341, apellido=Apellido_341, dni=58750700, domicilio=Domicilio [calle=Calle_16, altura=1491, piso=7, depto=M], tipoPersona=PROVEEDOR, email=persona341@example.com, active=false]
4;Producto_4;Marca_5;CAT3;27;1.12003004E7;1.344036048E7;;66;Proveedor [id=178, nombre=Nombre_178, apellido=Apellido_178, dni=89566916, domicilio=Domicilio [calle=Calle_63, altura=2834, piso=1, depto=X], tipoPersona=PROVEEDOR, email=persona178@example.com, active=false]
5;Producto_5;Marca_5;CAT2;27;1.12003004E7;1.344036048E7;;74;Proveedor [id=696, nombre=Nombre_696, apellido=Apellido_696, dni=87652170, domicilio=Domicilio [calle=Calle_14, altura=4863, piso=2, depto=J], tipoPersona=PROVEEDOR, email=persona696@example.com, active=true]
6;Producto_6;Marca_1;CAT2;91;1.12003004E7;1.344036048E7;;54;Proveedor [id=217, nombre=Nombre_217, apellido=Apellido_217, dni=49640747, domicilio=Domicilio [calle=Calle_63, altura=1670, piso=10, depto=L], tipoPersona=PROVEEDOR, email=persona217@example.com, active=true]
7;Producto_7;Marca_2;CAT3;62;1.12003004E7;1.344036048E7;;62;Proveedor [id=198, nombre=Nombre_198, apellido=Apellido_198, dni=71670964, domicilio=Domicilio [calle=Calle_16, altura=1069, piso=10, depto=R], tipoPersona=PROVEEDOR, email=persona198@example.com, active=true]
8;Producto_8;Marca_3;CAT3;51;1.12003004E7;1.344036048E7;;58;Proveedor [id=771, nombre=Nombre_771, apellido=Apellido_771, dni=15742395, domicilio=Domicilio [calle=Calle_77, altura=2278, piso=1, depto=R], tipoPersona=PROVEEDOR, email=persona771@example.com, active=true]
9;Producto_9;Marca_4;CAT2;50;1.12003004E7;1.344036048E7;;53;Proveedor [id=394, nombre=Nombre_394, apellido=Apellido_394, dni=01531879, domicilio=Domicilio [calle=Calle_69, altura=1835, piso=10, depto=B], tipoPersona=PROVEEDOR, email=persona394@example.com, active=true]
10;Producto_10;Marca_5;CAT3;46;1.12003004E7;1.344036048E7;;11;Proveedor [id=790, nombre=Nombre_790, apellido=Apellido_790, dni=21142113, domicilio=Domicilio [calle=Calle_55, altura=4619, piso=6, depto=M], tipoPersona=PROVEEDOR, email=persona790@example.com, active=true]
11;Producto_11;Marca_4;CAT2;92;1.12003004E7;1.344036048E7;;32;Proveedor [id=899, nombre=Nombre_899, apellido=Apellido_899, dni=60561775, domicilio=Domicilio [calle=Calle_36, altura=3210, piso=10, depto=X], tipoPersona=PROVEEDOR, email=persona899@example.com, active=true]
12;Producto_12;Marca_2;CAT3;10;1.12003004E7;1.344036048E7;;29;Proveedor [id=737, nombre=Nombre_737, apellido=Apellido_737, dni=16862991, domicilio=Domicilio [calle=Calle_75, altura=2336, piso=6, depto=V], tipoPersona=PROVEEDOR, email=persona737@example.com, active=false]
13;Producto_13;Marca_3;CAT3;73;1.12003004E7;1.344036048E7;;66;Proveedor [id=914, nombre=Nombre_914, apellido=Apellido_914, dni=00552816, domicilio=Domicilio [calle=Calle_45, altura=1328, piso=3, depto=X], tipoPersona=PROVEEDOR, email=persona914@example.com, active=false]
14;Producto_14;Marca_4;CAT3;16;1.12003004E7;1.344036048E7;;84;Proveedor [id=272, nombre=Nombre_272, apellido=Apellido_272, dni=21817955, domicilio=Domicilio [calle=Calle_43, altura=4591, piso=2, depto=W], tipoPersona=PROVEEDOR, email=persona272@example.com, active=true]
15;Producto_15;Marca_3;CAT1;88;1.12003004E7;1.344036048E7;;20;Proveedor [id=443, nombre=Nombre_443, apellido=Apellido_443, dni=54290373, domicilio=Domicilio [calle=Calle_30, altura=3420, piso=6, depto=F], tipoPersona=PROVEEDOR, email=persona443@example.com, active=true]
16;Producto_16;Marca_3;CAT3;10;1.12003004E7;1.344036048E7;;47;Proveedor [id=140, nombre=Nombre_140, apellido=Apellido_140, dni=01477812, domicilio=Domicilio [calle=Calle_31, altura=1877, piso=6, depto=J], tipoPersona=PROVEEDOR, email=persona140@example.com, active=true]
17;Producto_17;Marca_3;CAT2;54;1.12003004E7;1.344036048E7;;18;Proveedor [id=634, nombre=Nombre_634, apellido=Apellido_634, dni=02820836, domicilio=Domicilio [calle=Calle_43, altura=4281, piso=3, depto=T], tipoPersona=PROVEEDOR, email=persona634@example.com, active=true]
18;Producto_18;Marca_5;CAT3;40;1.12003004E7;1.344036048E7;;13;Proveedor [id=627, nombre=Nombre_627, apellido=Apellido_627, dni=73535500, domicilio=Domicilio [calle=Calle_60, altura=1119, piso=5, depto=J], tipoPersona=PROVEEDOR, email=persona627@example.com, active=true]
19;Producto_19;Marca_5;CAT3;48;1.12003004E7;1.344036048E7;;54;Proveedor [id=252, nombre=Nombre_252, apellido=Apellido_252, dni=73147912, domicilio=Domicilio [calle=Calle_38, altura=550, piso=6, depto=T], tipoPersona=PROVEEDOR, email=persona252@example.com, active=false]
20;Producto_20;Marca_4;CAT3;11;1.12003004E7;1.344036048E7;;56;Proveedor [id=35, nombre=Nombre_35, apellido=Apellido_35, dni=68041623, domicilio=Domicilio [calle=Calle_84, altura=4103, piso=9, depto=B], tipoPersona=PROVEEDOR, email=persona35@example.com, active=false]
21;Producto_21;Marca_2;CAT2;32;1.12003004E7;1.344036048E7;;64;Proveedor [id=399, nombre=Nombre_399, apellido=Apellido_399, dni=98389440, domicilio=Domicilio [calle=Calle_51, altura=259, piso=7, depto=A], tipoPersona=PROVEEDOR, email=persona399@example.com, active=false]
22;Producto_22;Marca_1;CAT1;18;1.12003004E7;1.344036048E7;;8;Proveedor [id=339, nombre=Nombre_339, apellido=Apellido_339, dni=34267132, domicilio=Domicilio [calle=Calle_97, altura=3553, piso=3, depto=Q], tipoPersona=PROVEEDOR, email=persona339@example.com, active=true]
23;Producto_23;Marca_5;CAT2;56;1.12003004E7;1.344036048E7;;6;Proveedor [id=655, nombre=Nombre_655, apellido=Apellido_655, dni=31056695, domicilio=Domicilio [calle=Calle_19, altura=2010, piso=9, depto=I], tipoPersona=PROVEEDOR, email=persona655@example.com, active=true]
24;Producto_24;Marca_5;CAT3;3;1.12003004E7;1.344036048E7;;19;Proveedor [id=955, nombre=Nombre_955, apellido=Apellido_955, dni=27268707, domicilio=Domicilio [calle=Calle_94, altura=62, piso=8, depto=P], tipoPersona=PROVEEDOR, email=persona955@example.com, active=true]
25;Producto_25;Marca_5;CAT3;62;1.12003004E7;1.344036048E7;;44;Proveedor [id=376, nombre=Nombre_376, apellido=Apellido_376, dni=99532335, domicilio=Domicilio [calle=Calle_35, altura=2931, piso=4, depto=O], tipoPersona=PROVEEDOR, email=persona376@example.com, active=false]
26;Producto_26;Marca_4;CAT3;62;1.12003004E7;1.344036048E7;;84;Proveedor [id=53, nombre=Nombre_53, apellido=Apellido_53, dni=43678721, domicilio=Domicilio [calle=Calle_19, altura=2629, piso=8, depto=S], tipoPersona=PROVEEDOR, email=persona53@example.com, active=false]
27;Producto_27;Marca_1;CAT2;100;1.12003004E7;1.344036048E7;;8;Proveedor [id=56, nombre=Nombre_56, apellido=Apellido_56, dni=46630450, domicilio=Domicilio [calle=Calle_77, altura=1905, piso=6, depto=O], tipoPersona=PROVEEDOR, email=persona56@example.com, active=true]
28;Producto_28;Marca_2;CAT3;62;1.12003004E7;1.344036048E7;;42;Proveedor [id=794, nombre=Nombre_794, apellido=Apellido_794, dni=20472127, domicilio=Domicilio [calle=Calle_78, altura=3942, piso=1, depto=G], tipoPersona=PROVEEDOR, email=persona794@example.com, active=true]
29;Producto_29;Marca_4;CAT3;2;1.12003004E7;1.344036048E7;;61;Proveedor [id=922, nombre=Nombre_922, apellido=Apellido_922, dni=72724144, domicilio=Domicilio [calle=Calle_73, altura=1627, piso=5, depto=X], tipoPersona=PROVEEDOR, email=persona922@example.com, active=false]
30;Producto_30;Marca_1;CAT2;4;1.12003004E7;1.344036048E7;;8;Proveedor [id=348, nombre=Nombre_348, apellido=Apellido_348, dni=77348882, domicilio=Domicilio [calle=Calle_6, altura=1866, piso=6, depto=E], tipoPersona=PROVEEDOR, email=persona348@example.com, active=false]
31;Producto_31;Marca_5;CAT1;46;1.12003004E7;1.344036048E7;;95;Proveedor [id=721, nombre=Nombre_721, apellido=Apellido_721, dni=10517262, domicilio=Domicilio [calle=Calle_9, altura=535, piso=2, depto=B], tipoPersona=PROVEEDOR, email=persona721@example.com, active=true]
32;Producto_32;Marca_5;CAT2;96;1.12003004E7;1.344036048E7;;52;Proveedor [id=431, nombre=Nombre_431, apellido=Apellido_431, dni=92170547, domicilio=Domicilio [calle=Calle_58, altura=4130, piso=8, depto=P], tipoPersona=PROVEEDOR, email=persona431@example.com, active=false]
33;Producto_33;Marca_4;CAT1;6;1.12003004E7;1.344036048E7;;35;Proveedor [id=75, nombre=Nombre_75, apellido=Apellido_75, dni=88237963, domicilio=Domicilio [calle=Calle_25, altura=2624, piso=10, depto=F], tipoPersona=PROVEEDOR, email=persona75@example.com, active=true]
34;Producto_34;Marca_4;CAT3;32;1.12003004E7;1.344036048E7;;54;Proveedor [id=776, nombre=Nombre_776, apellido=Apellido_776, dni=14108641, domicilio=Domicilio [calle=Calle_57, altura=1789, piso=3, depto=G], tipoPersona=PROVEEDOR, email=persona776@example.com, active=true]
35;Producto_35;Marca_1;CAT3;14;1.12003004E7;1.344036048E7;;89;Proveedor [id=208, nombre=Nombre_208, apellido=Apellido_208, dni=34246162, domicilio=Domicilio [calle=Calle_14, altura=1599, piso=3, depto=W], tipoPersona=PROVEEDOR, email=persona208@example.com, active=false]
36;Producto_36;Marca_1;CAT3;76;1.12003004E7;1.344036048E7;;62;Proveedor [id=844, nombre=Nombre_844, apellido=Apellido_844, dni=58070889, domicilio=Domicilio [calle=Calle_37, altura=353, piso=4, depto=S], tipoPersona=PROVEEDOR, email=persona844@example.com, active=true]
37;Producto_37;Marca_3;CAT3;94;1.12003004E7;1.344036048E7;;56;Proveedor [id=931, nombre=Nombre_931, apellido=Apellido_931, dni=57812216, domicilio=Domicilio [calle=Calle_87, altura=4127, piso=5, depto=Q], tipoPersona=PROVEEDOR, email=persona931@example.com, active=true]
