4000;0;Proveedor [id=1, nombre=Nombre_1, apellido=Apellido_1, dni=85585322, domicilio=Domicilio [calle=Calle_65, altura=2918, piso=8, depto=Z], tipoPersona=PROVEEDOR, email=persona1@example.com, active=false];1;0.0;DOLAR;true
4000;1;Proveedor [id=1, nombre=Nombre_1, apellido=Apellido_1, dni=85585322, domicilio=Domicilio [calle=Calle_65, altura=2918, piso=8, depto=Z], tipoPersona=PROVEEDOR, email=persona1@example.com, active=false];1;0.0;PESOSEFECTIVO;true
4000;2;Proveedor [id=1, nombre=Nombre_1, apellido=Apellido_1, dni=85585322, domicilio=Domicilio [calle=Calle_65, altura=2918, piso=8, depto=Z], tipoPersona=PROVEEDOR, email=persona1@example.com, active=false];1;0.0;CREDITO;true
4000;3;Proveedor [id=1, nombre=Nombre_1, apellido=Apellido_1, dni=85585322, domicilio=Domicilio [calle=Calle_65, altura=2918, piso=8, depto=Z], tipoPersona=PROVEEDOR, email=persona1@example.com, active=false];1;0.0;TRANSFERENCIAS;true
4000;4;Cliente [id=2, nombre=Nombre_2, apellido=Apellido_2, dni=65743975, domicilio=Domicilio [calle=Calle_83, altura=2812, piso=8, depto=O], tipoPersona=CLIENTE, email=persona2@example.com, active=true];2;0.0;DOLAR;true
4000;5;Cliente [id=2, nombre=Nombre_2, apellido=Apellido_2, dni=65743975, domicilio=Domicilio [calle=Calle_83, altura=2812, piso=8, depto=O], tipoPersona=CLIENTE, email=persona2@example.com, active=true];2;0.0;PESOSEFECTIVO;true
4000;6;Cliente [id=2, nombre=Nombre_2, apellido=Apellido_2, dni=65743975, domicilio=Domicilio [calle=Calle_83, altura=2812, piso=8, depto=O], tipoPersona=CLIENTE, email=persona2@example.com, active=true];2;0.0;CREDITO;true
4000;7;Cliente [id=2, nombre=Nombre_2, apellido=Apellido_2, dni=65743975, domicilio=Domicilio [calle=Calle_83, altura=2812, piso=8, depto=O], tipoPersona=CLIENTE, email=persona2@example.com, active=true];2;0.0;TRANSFERENCIAS;true
4000;8;Proveedor [id=3, nombre=Nombre_3, apellido=Apellido_3, dni=13598173, domicilio=Domicilio [calle=Calle_36, altura=3558, piso=8, depto=D], tipoPersona=PROVEEDOR, email=persona3@example.com, active=true];3;0.0;DOLAR;true
4000;9;Proveedor [id=3, nombre=Nombre_3, apellido=Apellido_3, dni=13598173, domicilio=Domicilio [calle=Calle_36, altura=3558, piso=8, depto=D], tipoPersona=PROVEEDOR, email=persona3@example.com, active=true];3;0.0;PESOSEFECTIVO;true
4000;10;Proveedor [id=3, nombre=Nombre_3, apellido=Apellido_3, dni=13598173, domicilio=Domicilio [calle=Calle_36, altura=3558, piso=8, depto=D], tipoPersona=PROVEEDOR, email=persona3@example.com, active=true];3;0.0;CREDITO;true
4000;11;Proveedor [id=3, nombre=Nombre_3, apellido=Apellido_3, dni=13598173, domicilio=Domicilio [calle=Calle_36, altura=3558, piso=8, depto=D], tipoPersona=PROVEEDOR, email=persona3@example.com, active=true];3;0.0;TRANSFERENCIAS;true
4000;12;Cliente [id=4, nombre=Nombre_4, apellido=Apellido_4, dni=62713962, domicilio=Domicilio [calle=Calle_31, altura=4239, piso=10, depto=K], tipoPersona=CLIENTE, email=persona4@example.com, active=false];4;0.0;DOLAR;true
4000;13;Cliente [id=4, nombre=Nombre_4, apellido=Apellido_4, dni=62713962, domicilio=Domicilio [calle=Calle_31, altura=4239, piso=10, depto=K], tipoPersona=CLIENTE, email=persona4@example.com, active=false];4;0.0;PESOSEFECTIVO;true
4000;14;Cliente [id=4, nombre=Nombre_4, apellido=Apellido_4, dni=62713962, domicilio=Domicilio [calle=Calle_31, altura=4239, piso=10, depto=K], tipoPersona=CLIENTE, email=persona4@example.com, active=false];4;0.0;CREDITO;true
4000;15;Cliente [id=4, nombre=Nombre_4, apellido=Apellido_4, dni=62713962, domicilio=Domicilio [calle=Calle_31, altura=4239, piso=10, depto=K], tipoPersona=CLIENTE, email=persona4@example.com, active=false];4;0.0;TRANSFERENCIAS;true
4000;16;Cliente [id=5, nombre=Nombre_5, apellido=Apellido_5, dni=94909147, domicilio=Domicilio [calle=Calle_20, altura=2604, piso=2, depto=F], tipoPersona=CLIENTE, email=persona5@example.com, active=true];5;0.0;DOLAR;true
4000;17;Cliente [id=5, nombre=Nombre_5, apellido=Apellido_5, dni=94909147, domicilio=Domicilio [calle=Calle_20, altura=2604, piso=2, depto=F], tipoPersona=CLIENTE, email=persona5@example.com, active=true];5;0.0;PESOSEFECTIVO;true
4000;18;Cliente [id=5, nombre=Nombre_5, apellido=Apellido_5, dni=94909147, domicilio=Domicilio [calle=Calle_20, altura=2604, piso=2, depto=F], tipoPersona=CLIENTE, email=persona5@example.com, active=true];5;0.0;CREDITO;true
4000;19;Cliente [id=5, nombre=Nombre_5, apellido=Apellido_5, dni=94909147, domicilio=Domicilio [calle=Calle_20, altura=2604, piso=2, depto=F], tipoPersona=CLIENTE, email=persona5@example.com, active=true];5;0.0;TRANSFERENCIAS;true
4000;20;Proveedor [id=6, nombre=Nombre_6, apellido=Apellido_6, dni=95560100, domicilio=Domicilio [calle=Calle_62, altura=1360, piso=6, depto=N], tipoPersona=PROVEEDOR, email=persona6@example.com, active=false];6;0.0;DOLAR;true
4000;21;Proveedor [id=6, nombre=Nombre_6, apellido=Apellido_6, dni=95560100, domicilio=Domicilio [calle=Calle_62, altura=1360, piso=6, depto=N], tipoPersona=PROVEEDOR, email=persona6@example.com, active=false];6;0.0;PESOSEFECTIVO;true
4000;22;Proveedor [id=6, nombre=Nombre_6, apellido=Apellido_6, dni=95560100, domicilio=Domicilio [calle=Calle_62, altura=1360, piso=6, depto=N], tipoPersona=PROVEEDOR, email=persona6@example.com, active=false];6;0.0;CREDITO;true
4000;23;Proveedor [id=6, nombre=Nombre_6, apellido=Apellido_6, dni=95560100, domicilio=Domicilio [calle=Calle_62, altura=1360, piso=6, depto=N], tipoPersona=PROVEEDOR, email=persona6@example.com, active=false];6;0.0;TRANSFERENCIAS;true
4000;24;Cliente [id=7, nombre=Nombre_7, apellido=Apellido_7, dni=35316761, domicilio=Domicilio [calle=Calle_44, altura=4974, piso=10, depto=N], tipoPersona=CLIENTE, email=persona7@example.com, active=false];7;0.0;DOLAR;true
4000;25;Cliente [id=7, nombre=Nombre_7, apellido=Apellido_7, dni=35316761, domicilio=Domicilio [calle=Calle_44, altura=4974, piso=10, depto=N], tipoPersona=CLIENTE, email=persona7@example.com, active=false];7;0.0;PESOSEFECTIVO;true
4000;26;Cliente [id=7, nombre=Nombre_7, apellido=Apellido_7, dni=35316761, domicilio=Domicilio [calle=Calle_44, altura=4974, piso=10, depto=N], tipoPersona=CLIENTE, email=persona7@example.com, active=false];7;0.0;CREDITO;true
4000;27;Cliente [id=7, nombre=Nombre_7, apellido=Apellido_7, dni=35316761, domicilio=Domicilio [calle=Calle_44, altura=4974, piso=10, depto=N], tipoPersona=CLIENTE, email=persona7@example.com, active=false];7;0.0;TRANSFERENCIAS;true
4000;28;Proveedor [id=8, nombre=Nombre_8, apellido=Apellido_8, dni=58906647, domicilio=Domicilio [calle=Calle_71, altura=257, piso=7, depto=T], tipoPersona=PROVEEDOR, email=persona8@example.com, active=false];8;0.0;DOLAR;true
4000;29;Proveedor [id=8, nombre=Nombre_8, apellido=Apellido_8, dni=58906647, domicilio=Domicilio [calle=Calle_71, altura=257, piso=7, depto=T], tipoPersona=PROVEEDOR, email=persona8@example.com, active=false];8;0.0;PESOSEFECTIVO;true
4000;30;Proveedor [id=8, nombre=Nombre_8, apellido=Apellido_8, dni=58906647, domicilio=Domicilio [calle=Calle_71, altura=257, piso=7, depto=T], tipoPersona=PROVEEDOR, email=persona8@example.com, active=false];8;0.0;CREDITO;true
4000;31;Proveedor [id=8, nombre=Nombre_8, apellido=Apellido_8, dni=58906647, domicilio=Domicilio [calle=Calle_71, altura=257, piso=7, depto=T], tipoPersona=PROVEEDOR, email=persona8@example.com, active=false];8;0.0;TRANSFERENCIAS;true
4000;32;Proveedor [id=9, nombre=Nombre_9, apellido=Apellido_9, dni=20054458, domicilio=Domicilio [calle=Calle_82, altura=2869, piso=2, depto=Y], tipoPersona=PROVEEDOR, email=persona9@example.com, active=false];9;0.0;DOLAR;true
