1;movimiento;movimiento;CAT1;1;0.0;0.0;;0;Proveedor [id=0, nombre=Dueno, apellido=Dueno, dni=00000000, domicilio=Domicilio [calle=calle, altura=1, piso=1, depto=a], tipoPersona=PROVEEDOR, email=null, active=true]
1;Producto_1;Marca_3;CAT3;88;1.12003004E7;1.344036048E7;;49;Proveedor [id=383, nombre=Nombre_383, apellido=Apellido_383, dni=33423035, domicilio=Domicilio [calle=Calle_63, altura=1938, piso=6, depto=A], tipoPersona=PROVEEDOR, email=persona383@example.com, active=true]
2;Producto_2;Marca_1;CAT1;79;1.12003004E7;1.344036048E7;;1;Proveedor [id=543, nombre=Nombre_543, apellido=Apellido_543, dni=35352454, domicilio=Domicilio [calle=Calle_13, altura=4188, piso=6, depto=D], tipoPersona=PROVEEDOR, email=persona543@example.com, active=false]
3;Producto_3;Marca_5;CAT2;10;1.12003004E7;1.344036048E7;;7;Proveedor [id=266, nombre=Nombre_266, apellido=Apellido_266, dni=36676431, domicilio=Domicilio [calle=Calle_22, altura=1356, piso=6, depto=J], tipoPersona=PROVEEDOR, email=persona266@example.com, active=false]
4;Producto_4;Marca_2;CAT1;47;1.12003004E7;1.344036048E7;;90;Proveedor [id=356, nombre=Nombre_356, apellido=Apellido_356, dni=79260720, domicilio=Domicilio [calle=Calle_92, altura=1604, piso=10, depto=I], tipoPersona=PROVEEDOR, email=persona356@example.com, active=false]
5;Producto_5;Marca_1;CAT1;59;1.12003004E7;1.344036048E7;;6;Proveedor [id=92, nombre=Nombre_92, apellido=Apellido_92, dni=65504148, domicilio=Domicilio [calle=Calle_59, altura=465, piso=6, depto=F], tipoPersona=PROVEEDOR, email=persona92@example.com, active=true]
6;Producto_6;Marca_3;CAT1;51;1.12003004E7;1.344036048E7;;56;Proveedor [id=679, nombre=Nombre_679, apellido=Apellido_679, dni=58917899, domicilio=Domicilio [calle=Calle_24, altura=748, piso=10, depto=A], tipoPersona=PROVEEDOR, email=persona679@example.com, active=false]
7;Producto_7;Marca_2;CAT1;65;1.12003004E7;1.344036048E7;;39;Proveedor [id=877, nombre=Nombre_877, apellido=Apellido_877, dni=19262518, domicilio=Domicilio [calle=Calle_35, altura=941, piso=5, depto=V], tipoPersona=PROVEEDOR, email=persona877@example.com, active=true]
8;Producto_8;Marca_2;CAT2;11;1.12003004E7;1.344036048E7;;34;Proveedor [id=927, nombre=Nombre_927, apellido=Apellido_927, dni=79251753, domicilio=Domicilio [calle=Calle_54, altura=3980, piso=1, depto=R], tipoPersona=PROVEEDOR, email=persona927@example.com, active=true]
9;Producto_9;Marca_2;CAT2;35;1.12003004E7;1.344036048E7;;44;Proveedor [id=246, nombre=Nombre_246, apellido=Apellido_246, dni=73739063, domicilio=Domicilio [calle=Calle_22, altura=3489, piso=6, depto=X], tipoPersona=PROVEEDOR, email=persona246@example.com, active=true]
10;Producto_10;Marca_4;CAT2;57;1.12003004E7;1.344036048E7;;30;Proveedor [id=853, nombre=Nombre_853, apellido=Apellido_853, dni=28735258, domicilio=Domicilio [calle=Calle_82, altura=1498, piso=7, depto=G], tipoPersona=PROVEEDOR, email=persona853@example.com, active=false]
11;Producto_11;Marca_5;CAT1;66;1.12003004E7;1.344036048E7;;92;Proveedor [id=490, nombre=Nombre_490, apellido=Apellido_490, dni=05105012, domicilio=Domicilio [calle=Calle_91, altura=4413, piso=3, depto=G], tipoPersona=PROVEEDOR, email=persona490@example.com, active=false]
12;Producto_12;Marca_3;CAT2;91;1.12003004E7;1.344036048E7;;17;Proveedor [id=343, nombre=Nombre_343, apellido=Apellido_343, dni=15636114, domicilio=Domicilio [calle=Calle_24, altura=4976, piso=7, depto=P], tipoPersona=PROVEEDOR, email=persona343@example.com, active=false]
13;Producto_13;Marca_2;CAT1;85;1.12003004E7;1.344036048E7;;23;Proveedor [id=526, nombre=Nombre_526, apellido=Apellido_526, dni=57938755, domicilio=Domicilio [calle=Calle_86, altura=2740, piso=8, depto=T], tipoPersona=PROVEEDOR, email=persona526@example.com, active=true]
14;Producto_14;Marca_2;CAT2;12;1.12003004E7;1.344036048E7;;31;Proveedor [id=938, nombre=Nombre_938, apellido=Apellido_938, dni=29854789, domicilio=Domicilio [calle=Calle_68, altura=440, piso=7, depto=S], tipoPersona=PROVEEDOR, email=persona938@example.com, active=true]
15;Producto_15;Marca_5;CAT2;91;1.12003004E7;1.344036048E7;;95;Proveedor [id=277, nombre=Nombre_277, apellido=Apellido_277, dni=08913155, domicilio=Domicilio [calle=Calle_62, altura=2086, piso=10, depto=D], tipoPersona=PROVEEDOR, email=persona277@example.com, active=false]
16;Producto_16;Marca_4;CAT1;6;1.12003004E7;1.344036048E7;;64;Proveedor [id=295, nombre=Nombre_295, apellido=Apellido_295, dni=11155748, domicilio=Domicilio [calle=Calle_90, altura=855, piso=2, depto=Q], tipoPersona=PROVEEDOR, email=persona295@example.com, active=true]
17;Producto_17;Marca_3;CAT3;64;1.12003004E7;1.344036048E7;;47;Proveedor [id=867, nombre=Nombre_867, apellido=Apellido_867, dni=48087681, domicilio=Domicilio [calle=Calle_65, altura=2878, piso=1, depto=Y], tipoPersona=PROVEEDOR, email=persona867@example.com, active=false]
