10000;1;Nombre_1;Apellido_1;Domicilio [calle=Calle_1, altura=4054, piso=3, depto=R];46852301;PROVEEDOR;persona1@example.com;false
10000;2;Nombre_2;Apellido_2;Domicilio [calle=Calle_69, altura=4434, piso=4, depto=K];46659886;PROVEEDOR;persona2@example.com;true
10000;3;Nombre_3;Apellido_3;Domicilio [calle=Calle_10, altura=808, piso=2, depto=G];19159530;CLIENTE;persona3@example.com;true
10000;4;Nombre_4;Apellido_4;Domicilio [calle=Calle_25, altura=810, piso=3, depto=R];77390014;PROVEEDOR;persona4@example.com;true
10000;5;Nombre_5;Apellido_5;Domicilio [calle=Calle_9, altura=3555, piso=7, depto=E];51528313;PROVEEDOR;persona5@example.com;false
10000;6;Nombre_6;Apellido_6;Domicilio [calle=Calle_50, altura=560, piso=5, depto=N];16323366;PROVEEDOR;persona6@example.com;true
10000;7;Nombre_7;Apellido_7;Domicilio [calle=Calle_20, altura=4888, piso=6, depto=U];44293258;PROVEEDOR;persona7@example.com;false
10000;8;Nombre_8;Apellido_8;Domicilio [calle=Calle_90, altura=4424, piso=6, depto=K];21317124;CLIENTE;persona8@example.com;true
10000;9;Nombre_9;Apellido_9;Domicilio [calle=Calle_84, altura=3757, piso=10, depto=I];33368603;CLIENTE;persona9@example.com;false
10000;10;Nombre_10;Apellido_10;Domicilio [calle=Calle_82, altura=1525, piso=6, depto=K];94586678;CLIENTE;persona10@example.com;false
10000;11;Nombre_11;Apellido_11;Domicilio [calle=Calle_30, altura=1592, piso=8, depto=F];36831550;CLIENTE;persona11@example.com;false
10000;12;Nombre_12;Apellido_12;Domicilio [calle=Calle_73, altura=2226, piso=4, depto=I];70771401;PROVEEDOR;persona12@example.com;true
10000;13;Nombre_13;Apellido_13;Domicilio [calle=Calle_41, altura=1728, piso=5, depto=T];22019829;CLIENTE;persona13@example.com;true
10000;14;Nombre_14;Apellido_14;Domicilio [calle=Calle_63, altura=4940, piso=2, depto=S];26838087;PROVEEDOR;persona14@example.com;true
10000;15;Nombre_15;Apellido_15;Domicilio [calle=Calle_15, altura=1560, piso=3, depto=N];05083237;PROVEEDOR;persona15@example.com;false
10000;16;Nombre_16;Apellido_16;Domicilio [calle=Calle_22, altura=1350, piso=9, depto=W];93038595;PROVEEDOR;persona16@example.com;false
10000;17;Nombre_17;Apellido_17;Domicilio [calle=Calle_60, altura=1138, piso=4, depto=V];39393004;PROVEEDOR;persona17@example.com;true
